htid,recordid,locnum,author,datetype,startdate,enddate,textdate,subjects,genres,title
uva.x004101163,009797160,PA445.E5H3,"Hamilton, Henry R.",s,1852,    ,1858,Greek language;Dictionaries;English;English language;Greek,NotFiction;Dictionary,A lexicon of the Greek language
uc1.31822009491200,010823004,<blank>,<blank>,s,1764,    ,1764,Trials;Criminals;Great Britain;Crime;Cases;Criminal law,NotFiction,"Select trials for murder, robbery, burglary, rapes, sodomy, coining, forgery, pyracy, and other offences and misdemeanours, at the Sessions-House in the Old-Bailey"
hvd.hwsibg,009721163,<blank>,"Nugent, Thomas,",s,1830,    ,1830,<blank>,NotFiction,A new pocket dictionary of the French and English languages
nyp.33433034361919,008609299,<blank>,"Pitman, Isaac,",s,1891,    ,1891,Shorthand;Dictionaries,NotFiction;Dictionary,A phonographic and pronouncing dictionary of the English language
hvd.hw2qld,009709747,<blank>,"Ainsworth, Robert,",s,1806,    ,1806,Latin language;Dictionaries;English;English language;Latin,NotFiction,"An abridgement of Ainsworth's dictionary, English and Latin, designed for the use of schools"
nyp.33433070243146,008619696,PE1620.J6 1824,"Johnson, Samuel,",s,1824,    ,1824,Dictionaries;English language,NotFiction;Dictionary,A dictionary of the English language
nyp.33433000211346,008590816,<blank>,<blank>,s,1898,    ,1898,Pupil;Teachers;Great Britain,NotFiction,Report of the departmental committee on the pupil teacher system
ucm.532438344x,009654495,<blank>,"Plutarco,",s,1831,    ,1831,<blank>,NotFiction,Plutarch's lives
mdp.39015048436805,002240685,<blank>,<blank>,s,1859,    ,1859,<blank>,UnknownGenre,"The cottage Bible, and family expositor"
uc1.b263441,001167850,Z1074.P49,"Pettersen, Hjalmar Marius,",s,1890,    ,1890,"Anonyms and pseudonyms, Norwegian",NotFiction,"Anonymer og pseudonymer i den norske literatur, 1678-1890"
uc1.b4210516,010067524,<blank>,"Gould, George M.",c,1895,1892,1895,<blank>,NotFiction;Dictionary,A pocket medical dictionary
njp.32101065016782,009245252,<blank>,<blank>,s,1880,    ,1880,Swedish language;Dictionaries;Swedish;English language;English,NotFiction,A New pocket-dictionary of the English and Swedish languages
nyp.33433000205348,001065483,LA635.A16,<blank>,s,1864,    ,1864,Endowed public schools (Great Britain),NotFiction,"Report of Her Majesty's commissioners appointed to inquire into the revenues and management of certain colleges and school, and the studies pursued and instruction given therein"
nyp.33433075740252,008669477,<blank>,"Uhland, Ludwig,",s,1863,    ,1863,German poetry;German drama,Poetry,Gedichte und Dramen
yale.39002050471458,008729956,BS560.B46,"Beard, Frank,",s,1899,    ,1899,Hieroglyphic Bibles,NotFiction,Picture puzzles;
nyp.33433003253121,004154416,<blank>,"Furness, Horace Howard,",s,1875,    ,1875,"Concordances;1564-1616;Shakespeare, William;Poetic works",NotFiction;Indexes,A concordance to Shakespeare's poems
uva.x000742177,001981776,<blank>,"Cellini, Benvenuto,",s,1850,    ,1850,<blank>,NotFiction,Memoirs of Benvenuto Cellini
mdp.39015005839165,001497492,QK607.C751,"Cooke, M. C.",m,1881,1891,1881-1891,Fungi;Great Britain,NotFiction,"Illustrations of British fungi (Hymenomycetes) to serve as an atlas to the ""Handbook of British fungi."""
njp.32101063801847,009042346,Z996.M66M65 1900 Rosenwald Coll,"Moring, Thomas.",s,1900,    ,1900,"Moring, Thomas;England;19th century;Bookplates, English;Engraving",NotFiction,50 book plates
hvd.hn5wzt,009727162,<blank>,"Walker, John,",s,1822,    ,1822,Dictionaries;English language,NotFiction,"A critical pronouncing dictionary, and expositor of the English language"
mdp.39015078568766,001425058,<blank>,"Swift, Jonathan,",s,1766,    ,1766,<blank>,UnknownGenre,"Letters, written by the late Jonathan Swift ... and several of his friends"
uc1.b4108097,006157108,<blank>,"Swift, Jonathan,",s,1859,    ,1859,<blank>,Fiction,"The works of Jonathan Swift, D.D"
nyp.33433075924047,008619800,<blank>,"Webster, Noah,",s,1838,    ,1838,Dictionaries;English language,NotFiction;Juvenile audience,A dictionary for primary schools
hvd.32044103136768,009730999,J11.G5,<blank>,s,1834,    ,1834-1873,United States;Politics and government,NotFiction,The Congressional globe
uc1.b55802,006575520,BX7260.C54M4,"Cheever, George Barrell,",s,1890,    ,1890,"Cheever, Elizabeth Hoppin Wetmore;1814-1886",ContainsBiogMaterial;NotFiction,"Memorabilia of George B. Cheever, D. D., late pastor of the Church of the Puritans, Union square, New York"
uc1.b278099,006520428,QD33.A96,"Avery, Elroy McKendree,",s,1883,    ,1883,Chemistry,Fiction,The complete chemistry
nyp.33433082193586,008673815,<blank>,"Lucian,",s,1781,    ,1781,Greek literature,Fiction,The works of Lucian
mdp.39015021932747,001398152,HV5069.P77,"Pratt, William W.",s,1890,    ,1890,Temperance;Drama,NotFiction,Ten nights in a bar-room;
nyp.33433070243229,008619712,<blank>,<blank>,s,1895,    ,1895,Encyclopedias and dictionaries;Dictionaries;English language,NotFiction,Lloyd's encyclopaedic dictionary
inu.32000001542242,006050981,<blank>,<blank>,s,1887,    ,1887,Catalogs;Bibliography;Zoology,NotFiction,Catalogue of the library of the Zoological Society of London
uva.x030732064,007705390,<blank>,<blank>, ,1897,    ,1897,Biography;Atlases;Encyclopedias and dictionaries;Dictionaries;English language,Handbooks;NotFiction;Encyclopedia;Dictionary,The Century dictionary and cyclopedia;
mdp.39015021311264,001624616,LAW <Collected Trials (A & E)>,"Emlyn, Sollom.",s,1742,    ,1742,Trials;Great Britain,NotFiction,"A complete collection of state-trials, and proceedings for high-treason, and other crimes and misdemeanours;"
hvd.32044004554721,009717817,PR2191.P8,"Pughe, W. Owen",s,1832,    ,1832,Welsh;Welsh language;Dictionaries;English;English language;Grammar,NotFiction,A dictionary of the Welsh language
uc1.b183785,001023812,Z2014.B2S61,"Smith, John Russell,",s,1856,    ,1856,Bibliography;English ballads and songs,Bibliographies;NotFiction;Catalog,A catalogue of an unique collection of ancient English broadside ballads with notes of the tunes and imprints
nyp.33433081782785,008700271,<blank>,<blank>,s,1872,    ,1872,Ku-Klux Klan;Reconstruction;Southern States;1865-1877;History,NotFiction,"Report of the Joint Select Committee to Inquire into the Condition of Affairs in the Late Insurrectionary States, made to the two Houses of Congress February 19, 1872"
nyp.33433081764460,008586946,F259.T64,"Tolar, William J.",s,1867,    ,1867,"Reconstruction (U.S. history, 1865-1877);Beebee, Archibald;North Carolina;d. 1867",NotFiction,"Proceedings in the case of the United States against Duncan G. McRae, William J. Tolar, David Watkins, Samuel Phillips and Thomas Powers, for the murder of Archibald Beebee at Fayetteville, North Carolina, on the 11th day of February, 1867, together with the argument of Ed. Graham Haywood, special judge advocate"
nyp.33433070242940,008620417,<blank>,"Nugent, Thomas,",s,1865,    ,1865,French;Dictionaries;English;English language;French language,NotFiction;Dictionary,A new pocket dictionary of the French and English languages
uc1.b309004,006539150,SB411.G66,"Gore,",s,1838,    ,1838,Roses,NotFiction,The rose fancier's manual;
mdp.39015061881119,001496983,QK495.P78S6,"Small, John Kunkel,",s,1895,    ,1895,Polygonum,NotFiction,A monograph of the North American species of the genus Polygonum
njp.32101059760627,008912186,E449.P92,"Prentiss, Samuel,",s,1838,    ,1838,Washington (D.C.);Speeches in Congress;Slavery;Annexation to the United States;Texas;United States,NotFiction,"Speech of the Hon. Samuel Prentiss, of Vermont"
uc1.b3267337,006127212,<blank>,"Smith, Charles John,",s,1870,    ,1870,Synonyms and antonyms;English language,NotFiction,Synonyms and antonyms;
njp.32101067487999,008958245,<blank>,"Elwes, Alfred,",s,1871,    ,1871,Spanish;Dictionaries;English;Spanish language;English language,NotFiction;Dictionary,A dictionary of the Spanish language in two parts: 1. Spanish-English. 2. English-Spanish;
nnc1.cu55873677,008430126,<blank>,<blank>,s,1825,    ,1825,<blank>,NotFiction,A catalogue of the books in the library of Dartmouth College
hvd.32044086660651,009717927,<blank>,"Walker, John,",s,1828,    ,1828,Dictionaries;English language,NotFiction,Walker's pronouncing dictionary of the English language
yale.39002013989364,008725404,NB623.C3R3,"Cellini, Benvenuto,",s,1822,    ,1822,<blank>,NotFiction,Memoirs of Benvenuto Cellini
nyp.33433081964821,008678716,<blank>,"Wessely, J. E.,",s,1879,    ,1879,German;German language;Dictionaries;English;English languages,NotFiction;Dictionary,A new pocket dictionary of the English & German languages
pst.000014400513,008390647,<blank>,"Goldsmid, Edmund.",m,1885,1888,1885-1888,Catalogs;History;Imprints;Early printed books;Netherlands;Bibliography;Printing;Elzevir family,NotFiction,"A complete catalogue of all the publications of the Elzevier Presses at Leyden, Amsterdam, The Hague, and Utrecht"
uc1.32106015099473,001509397,SH221.A2,"Goode, G. Brown",m,1884,1887,1884-1887,United States;Fisheries,NotFiction,The fisheries and fishery industries of the United States
njp.32101073366450,009014425,<blank>,"Thieme, Friedrich Wilhelm,",s,1883,    ,1883,German;Dictionaries;English;English language;German language,NotFiction,Thieme-Preusser
njp.32101020916241,008886385,<blank>,"Hamilton, Henry R.",s,1855,    ,1855,Dictionaries;English language;Greek,NotFiction;Dictionary,An English-Greek lexicon
uc1.b3156035,008013113,<blank>,"Craven, Thomas,",s,1889,    ,1889,Dictionaries;Hindustani language;English;English language;Hindustani,NotFiction,The popular dictionary in two parts
nyp.33433011663808,001579818,QM455.D2,"Dalton, John Call,",s,1885,    ,1885,Brain,NotFiction,Topographical anatomy of the brain
njp.32101074434588,002707621,"CS434.B7 v.2,5, 6,14",<blank>,m,1889,1896,1889-1896,Great Britain;Probate law and practice,NotFiction,A calendar of chancery proceedings
mdp.39015018647282,001803424,<blank>,"Millhouse, John.",s,1874,    ,1874,"ed;Italian language;Bracciforti, Ferdinando;Dictionaries;English;English language;Italian",UnknownGenre,New English and Italian pronouncing and explanatory dictionary
nyp.33433081988044,008675438,<blank>,"Webster, Noah,",t,1831,1829,1831,Dictionaries;English language,NotFiction,A dictionary of the English language
njp.32101079831259,009038626,<blank>,"Colange, Leo de,",s,1871,    ,1871,Encyclopedias and dictionaries,UnknownGenre,"Zell's popular encyclopedia, a universal dictionary of English language, science, literature, and art"
umn.31951002383787j,007477760,<blank>,<blank>,s,1872,    ,1872,"Ku-Klux Klan (1866-1869);History;United States;Reconstruction (U.S. history, 1865-1877);1865-1898",NotFiction,Report of and testimony
uva.x000957551,009797162,PA445.E5S4,"Schrevel, Cornelis,",s,1853,    ,1853,Greek language;Dictionaries;English;English language;Greek,NotFiction;Dictionary,"Schrevelius' lexicon, in Greek and English, for the use of colleges and schools: to which is added"
nyp.33433081987830,008678742,<blank>,"Hunter, Robert,",m,1882,1888,1882-1888,<blank>,NotFiction;Dictionary,The encyclopaedic dictionary
nyp.33433070243211,008619712,<blank>,<blank>,s,1895,    ,1895,Encyclopedias and dictionaries;Dictionaries;English language,NotFiction,Lloyd's encyclopaedic dictionary
nyp.33433082327598,008585163,<blank>,"Le Vaillant, François,",s,1796,    ,1796,"Early works to 1800;Description and travel;Africa, Southern;South Africa",NotFiction,New travels into the interior parts of Africa
nyp.33433082314885,008678087,<blank>,"Ainsworth, Robert,",s,1822,    ,1822,"Encyclopedias and dictionaries, Latin;Encyclopedias and dictionaries;Dictionaries;Latin language;English",NotFiction;Dictionary,An abridgment of Ainsworth's dictionary
mdp.39015033914071,001175876,Z696.M66,<blank>,s,1889,    ,1889,Books;Classification,NotFiction,"System of classification, index, and scheme for numbering books"
njp.32101068157716,008968038,<blank>,"Shakespeare, William,",s,1891,    ,1891,<blank>,NotFiction,"The complete works of Shakespeare with life, compendium, and concordance"
hvd.hwjlh5,009718150,<blank>,"Berthold, H.",s,1830,    ,1830,German;German language;Dictionaries;English;English language,NotFiction;Dictionary,A comparative dictionary of the German and English languages
nyp.33433081987913,008678745,<blank>,"Johnson, Samuel,",s,1820,    ,1820,Dictionaries;English language,NotFiction;Dictionary,Johnson's Dictionary of the English language
nyp.33433000289227,001166289,Z997.G694,"Gould, Jay,",s,1890,    ,1890,<blank>,NotFiction;Catalog;Autobiography,"Catalogue of books forming the library of Jay Gould, Lindhurst, Irvington-on-Hudson"
mdp.39015006928025,001494159,QK166.D15,"Dame, Lorin Low,",s,1888,    ,1888,Middlesex County;Botany;Massachusetts,NotFiction,"Flora of Middlesex County, Massachusetts"
mdp.39015033929277,001767656,<blank>,<blank>,s,1887,    ,1887,Bibliography;Zoology,UnknownGenre,Catalogue
mdp.39015078068395,001174335,ML128.V7S8,"Stainer, John,",s,1891,    ,1891,"Songs, English;Chimes;Folk songs;Bibliography",Bibliographies;NotFiction;Catalog;Autobiography,Catalogue of English song books forming a portion of the library of Sir John Stainer
mdp.39015061230721,000280010,<blank>,"Jesup, Henry Griswold,",s,1891,    ,1891,Hanover;Zoology;Botany;New Hampshire,NotFiction;Catalog,A catalogue of the flowering plants and higher cryptogams
hvd.hn3cnn,009735646,<blank>,"Johnson, Samuel,",s,1837,    ,1837,<blank>,NotFiction,"Miniature edition of Johnson's dictionary of the English language, with a variety of useful tables and lists"
mdp.39015078563163,001423399,<blank>,"Swift, Jonathan,",m,1765,1775,1765-1775,<blank>,UnknownGenre,The works of Dr. Jonathan Swift
uva.x001932824,009797151,PA2365.E5A6 1853,"Andrews, E. A.",s,1853,    ,1853,Latin language;Dictionaries;English;English language;Latin,NotFiction;Dictionary,A copious and critical Latin-English lexicon
mdp.39015009238919,001489506,QE861.B86,<blank>,s,1876,    ,1876,"Reptiles, Fossil;Paleontology;South Africa",NotFiction,Descriptive and illustrated catalogue of the fossil Reptilia of South Africa in the collection of the British museum
nyp.33433069239352,001770736,<blank>,"Velázquez de la Cadena, Mariano,",m,1900,1902,1900-1903,Spanish;Dictionaries;English;Spanish language;English language,UnknownGenre,A new pronouncing dictionary of the Spanish and English languages;
nyp.33433082179239,008677966,<blank>,"James, William.",s,1867,    ,1867,Italian;Dictionaries;English;Italian language;English language,NotFiction;Dictionary,Dictionary of the English and Italian languages for general use
njp.32101065092569,009247017,Z881.N594B5,<blank>,s,1849,    ,1849,Bibliographical literature;Bibliography;Bibliography of bibliographies,NotFiction,"A concise classified list of the most important works on bibliography, being those selected in this department for the Astor library"
njp.32101013367303,008678494,<blank>,"Spiers, A.",s,1893,    ,1893,French;Dictionaries;English;English language;French language,NotFiction;Dictionary,The standard pronouncing dictionary of the French and English languages
mdp.39015008486659,000364027,E215.4.K46,"Kidder, Frederic,",s,1870,    ,1870,"Boston Massacre, 1770",NotFiction,"History of the Boston Massacre, March 5, 1770;"
uc1.b309594,006539489,<blank>,<blank>,s,1832,    ,1832,Tariff;United States;Free trade,NotFiction,Proceedings
nyp.33433081987764,008678742,<blank>,"Hunter, Robert,",m,1882,1888,1882-1888,<blank>,NotFiction;Dictionary,The encyclopaedic dictionary
yale.39002013771994,000567762,E457.5.T83,<blank>,s,1865,    ,1865,"1809-1865;Assassination;Lincoln, Abraham",ContainsBiogMaterial;NotFiction,"The trial of the assassins and conspirators at Washington city, D.C., May and June, 1865"
uc1.$b617759,008547764,PE1591.S7 1871,"Soule, Richard,",s,1871,    ,1871,Synonyms and antonyms;English language,NotFiction,A dictionary of English synonymes and synonymous or parallel expressions
